field_1,lat,lon,depth,time,orid,evid,julian_date,nass,ndef,ndp,grn,srn,etype,review,depdp,dtype,mb,mbid,ms,msid,ml,mlid,algorithm,auth,commid_x,lddate_x,date,sxx,syy,szz,stt,sxy,sxz,syz,stx,sty,stz,sdobs,smajax,sminax,strike,sdepth,stime,conf,commid_y,lddate_y
6828,55.8994,-120.41,4.125,1554656445.26,6829,6829,-1,10,10,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.2,12731,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 17:00:45.259700060,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6832,55.8966,-120.325,4.4375,1554661403.9,6833,6833,-1,10,10,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.3,12735,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 18:23:23.903120041,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6835,55.8937,-120.4,3.5,1554663755.91,6836,6836,-1,13,13,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.44,12738,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 19:02:35.909399986,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6837,55.8769,-120.42,4.125,1554664171.29,6838,6838,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.05,12740,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 19:09:31.294579983,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6842,55.9219,-120.38,1.625,1554666832.45,6843,6843,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.18,12745,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 19:53:52.445810080,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6846,55.8656,-120.35,4.4375,1554667932.75,6847,6847,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.09,12749,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-07 20:12:12.753690004,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6884,55.8741,-120.375,0,1554688628.52,6885,6885,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.17,12787,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 01:57:08.522909880,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6890,55.8825,-120.36,2.25,1554692474.26,6891,6891,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.22,12793,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 03:01:14.260240078,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6899,55.8684,-120.41,3.1875,1554704676.3,6900,6900,-1,9,9,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.1,12802,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 06:24:36.303339958,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6905,55.8825,-120.4,1,1554717105.82,6906,6906,-1,10,10,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.25,12808,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 09:51:45.819400072,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6906,55.8741,-120.4,0.3125,1554717649.83,6907,6907,-1,9,9,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.19,12809,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 10:00:49.832419872,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6918,55.9022,-120.415,4.4375,1554733708.45,6919,6919,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.12,12821,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 14:28:28.449219942,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6924,55.8825,-120.4,0,1554739853.33,6925,6925,-1,9,9,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.38,12827,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 16:10:53.326230049,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6942,55.8769,-120.37,4.125,1554744117.65,6943,6943,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.11,12845,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 17:21:57.653249979,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6947,55.8713,-120.405,2.5625,1554745466.64,6948,6948,-1,11,11,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.29,12850,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 17:44:26.637449980,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6952,55.8741,-120.37,3.8125,1554747888.29,6953,6953,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.19,12855,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 18:24:48.291530132,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6961,55.8741,-120.37,3.1875,1554756794.85,6962,6962,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.11,12864,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 20:53:14.851530075,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6967,55.8825,-120.4,2.25,1554759501.21,6968,6968,-1,10,10,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.38,12870,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-08 21:38:21.211179972,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
6990,55.8684,-120.405,1.9375,1554770637.43,6991,6991,-1,10,10,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.09,12893,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 00:43:57.433340073,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
7007,55.8741,-120.365,4.125,1554775603.42,7008,7008,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.13,12910,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 02:06:43.421959877,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
7009,55.8825,-120.36,2.25,1554775810.92,7010,7010,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.07,12912,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 02:10:10.915440083,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
7040,55.8825,-120.36,0,1554831163.13,7041,7041,-1,20,20,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.74,12943,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 17:32:43.132159948,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
7044,55.8656,-120.36,4.4375,1554833549.3,7045,7045,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.03,12947,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 18:12:29.304559946,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
7054,55.8431,-120.34,4.4375,1554843004.8,7055,7055,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.02,12957,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 20:50:04.799999952,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
7066,55.8797,-120.38,0.0625,1554852013.48,7067,7067,-1,10,10,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.18,12969,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-09 23:20:13.476660013,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
7083,55.9106,-120.36,0,1554858429.14,7084,7084,-1,20,20,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.65,12986,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 01:07:09.142699957,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
7106,55.8656,-120.375,1.625,1554875296.51,7107,7107,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.22,13009,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 05:48:16.507400036,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
7114,55.9134,-120.35,0,1554921295.79,7115,7115,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.31,13017,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 18:34:55.792880058,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
7122,55.8656,-120.36,2.875,1554923374.08,7123,7123,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.01,13025,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 19:09:34.081569910,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
7128,55.8909,-120.345,3.5,1554926289.8,7129,7129,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.08,13031,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-10 19:58:09.801140070,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
7158,55.86,-120.375,1.625,1554946918.3,7159,7159,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.36,13061,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-11 01:41:58.295789957,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
7170,55.8825,-120.36,0,1555021663.22,7171,7171,-1,6,6,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0.07,13073,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-11 22:27:43.223839998,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
7173,55.8713,-120.38,4.125,1555032764.79,7174,7174,-1,8,8,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,-0,13076,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-12 01:32:44.785069942,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
7176,55.8741,-120.37,4.125,1555041259.06,7177,7177,-1,7,7,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,0.04,13079,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-04-12 03:54:19.055789948,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
7254,56.04,-120.48,2.25,1560202831.26,7255,7255,-1,32,32,-1,-1,-1,-,-,-999,-,-999,-1,-999,-1,1.04,13157,dbgenloc,dbgenloc:PGCMl,-1,1565395763.82,2019-06-10 21:40:31.257349967,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1000000000,-1,-1,-1,-1,-1,-1,0,-1,1565395763.82
